qnrnumb;visit;howoft;likenet;research;safeweb;goodtool;notouse;another;likeproc;hassle;visits;friend;billbrd;banner;surfing;sengine;tv;theater;nwspaper;other;easyuse;helpful;positive;useonly;influenc;secure;didbuy;better;howmuch;safe;wanttest;price;tradein;handson;checkit;noweeks;worth;sticker;actual;age;marital;children;educate;race;income;gender
567;1;5;5;5;5;4;1;1;1;4;10;0;0;0;0;1;0;0;0;0;4;4;3;1;5;5;1;1;3;1;4;1;5;3;1;5;6000;10000;7000;38;2;0;6;2;7;1
568;1;1;1;1;1;2;1;2;1;4;3;0;0;1;0;1;0;0;0;0;3;5;5;1;5;3;1;1;1;5;5;1;5;4;1;7;18000;24000;21000;47;2;2;5;1;7;1
569;1;2;1;3;2;3;1;2;1;5;6;0;0;0;0;1;0;0;0;0;5;3;5;1;5;4;1;1;1;1;4;4;3;5;2;5;11000;16000;12000;39;4;2;3;5;5;1
570;1;1;1;1;1;1;5;3;1;1;1;0;0;0;1;1;0;0;0;0;3;1;4;1;4;5;2; ; ;4;5;1;1;3;1;3;10000;14000;12000;46;2;1;1;1;3;1
571;1;4;4;5;4;4;1;1;2;2;9;0;0;1;0;1;0;0;0;0;5;3;2;4;4;4;2; ; ;5;5;4;5;4;2;4;11000;16000;14000;35;4;2;4;1;5;1
572;1;3;3;4;3;2;5;2;4;1;5;0;0;0;0;0;0;0;0;0;5;3;4;2;5;3;1;1;4;1;4;2;5;5;4;5;9000;13000;10000;46;1; ;5;2;2;2
573;1;3;4;3;3;3;1;2;1;2;6;0;0;0;1;1;0;0;0;0;3;5;3;3;4;4;2; ; ;2;5;5;4;1;3;5;16000;21000;19000;54;2;0;5;2;7;1
574;1;3;3;3;3;3;5;1;2;5;9;0;0;0;1;1;1;0;0;0;5;5;3;4;4;4;2; ; ;1;5;3;5;4;1;3;9000;15000;13000;21;2;2;4;1;6;1
575;1;1;3;2;1;3;3;4;1;3;5;0;0;0;1;1;0;0;0;0;5;3;1;1;4;4;2; ; ;5;5;1;4;5;3;1;7000;11000;9000;53;1; ;4;2;6;1
576;1;2;2;2;2;2;3;2;3;5;4;0;0;0;0;1;1;0;0;0;5;3;3;3;3;4;2; ; ;2;4;1;1;4;2;5; ;10000;9000;27;2;2;4;1;1;2
577;1;4;4;4;4;3;2;2;3;5;9;0;0;1;1;1;0;1;0;0;5;4;3;1;3;4;2; ; ;2;5;2;5;2;1;5;16000;22000;20000;24;1; ;4;2;5;1
578;1;3;2;4;3;2;5;1;1;4;8;0;0;0;0;1;0;0;0;0;3;3;3;2;4;4;2; ; ;2;4;1;1;5;1;1;4000;10000;9000;46;1; ;4;3;6;1
579;1;4;4;5;4;4;2;4;1;5;9;0;0;0;0;0;0;0;0;0;1;2;3;4;4;5;2; ; ;2;5;1;5;3;1;1;12000;16000;13000;48;2;0;5;1;7;1
580;1;3;3;3;3;3;5;1;1;1;6;0;0;0;0;0;0;0;0;0;1;5;4;2;4;5;2; ; ;5;4;5;1;4;1;1;14000;20000;18000;34;4;2;3;3;5;1
581;1;2;1;2;1;2;5;1;1;5;3;0;0;0;0;0;0;0;0;0;5;3;4;1;3;3;2; ; ;1;5;5;1;4;1;4;13000;18000;16000;54;2;2;1;1;3;1
582;1;3;3;4;3;3;3;2;1;3;6;0;0;0;1;0;0;0;0;0;5;4;1;4;3;3;2; ; ;4;5;3;4;5;1;5;16000;21000;19000;21;2;2;5;2;6;1
583;1;3;3;3;3;2;3;3;1;5;6;0;0;1;0;0;0;0;0;0;4;2;4;1;3;5;2; ; ;3;5;5;2;3;2;6;6000;11000;9000;27;2;1;3;1;5;1
584;1;2;3;2;2;2;5;1;2;3;4;0;0;0;0;1;1;0;0;0;3;3;4;3;4;4;2; ; ;3;5;3;1;5;1;5;14000;19000;17000;38;2;2;4;1;5;2
585;1;5;1;1;5;4;3;2;1;5;12;1;0;0;1;1;1;0;0;0;1;4;4;1;4;5;2; ; ;1;5;5;3;3;1;3;11000;15000;13000;31;4;1;4;1;5;1
586;1;4;4;4;4;4;4;2;1;5;9;0;0;1;1;1;1;0;0;0;2;3;3;2;4;4;2; ; ;1;5;1;1;3;1;4;18000;22000;21000;39;1; ;5;3;7;2
587;1;1;2;1;1;2;4;2;2;1;1;0;0;0;0;0;0;0;0;0;2;4;3;4;3;4;2; ; ;4;3;3;2;4;1;5;17000;21000;18000;40;4;0;5;3;7;2
588;1;1;1;1;1;1;2;1;1;5;4;0;0;0;1;1;1;0;0;0;5;3;3;2;4;4;2; ; ;4;4;1;5;5;2;8;1000;10000;8000;54;2;1;5;3;2;2
589;1;1;1;2;1;1;1;4;1;5;4;1;1;0;0;1;0;0;1;0;2;3;4;4;5;5;1;1;2;1;4;2;5;4;1;5;7000;12000;9000;43;1; ;3;3;2;1
590;1;2;3;3;2;2;3;3;1;3;4;0;0;0;1;1;0;0;0;0;2;4;2;2;3;5;2; ; ;5;4;4;5;5;5;2;8000;13000;11000;23;5;1;2;1;2;2
591;1;1;1;2;1;1;5;3;1;4;1;1;0;0;0;1;0;0;0;0;5;3;5;4;5;4;1;1;1;1;5;2;4;2;2;7;13000;18000;15000;45;1; ;3;1;5;1
592;1;2;1;2;2;4;2;2;2;5;3;0;0;0;1;1;0;0;0;0;3;3;2;4;4;3;2; ; ;5;4;1;1;5;1;3;15000;22000;20000;44;3;2;6;1;7;2
593;1;3;4;3;3;3;1;1;5;5;7;0;0;0;1;0;1;0;0;0;3;3;2;3;3;5;2; ; ;3;3;1;1;1;4;5;10000;14000;12000;28;2;2;4;1;6;1
594;1;5;4;5;5;5;1;3;1;1;12;0;0;1;1;1;0;0;0;0;4;5;3;1;3;4;2; ; ;3;5;1;4;4;3;3;13000;18000;16000;43;2;0;5;2;7;1
595;1;2;1;3;2;2;3;1;1;5;2;0;0;1;0;1;0;0;0;0;5;3;3;2;4;3;2; ; ;1;5;1;1;5;1;7;10000;15000;12000;22;2;0;4;1;5;1
596;1;2;3;2;2;2;3;2;1;2;4;0;0;0;0;0;1;0;0;0;5;4;2;3;4;3;2; ; ;3;5;5;4;5;1;1;11000;17000;15000;51;2;1;6;1;7;1
597;1;1;1;2;1;1;5;2;1;2;4;0;0;0;0;1;1;0;0;0;4;3;3;1;4;4;2; ; ;3;5;5;5;2;4;7;12000;16000;13000;26;2;2;6;1;7;2
598;1;4;3;5;4;4;3;2;1;5;7;0;0;0;0;1;1;0;0;0;3;4;3;1;3;5;2; ; ;5;4;5;2;5;3;4;13000;19000;17000;36;4;0;4;1;5;1
599;1;1;1;2;1;1;5;1;4;5;1;0;0;1;1;1;0;0;0;0;5;1;2;3;4;5;2; ; ;5;4;3;5;4;1;1;8000;12000;10000;36;2;1;1;2;2;1
600;1;1;2;1;1;1;5;4;1;5;3;0;0;1;0;1;1;0;0;0;5;3;1;4;4;5;2; ; ;4;5;4;4;5;2;7;1000;10000;9000;39;4;2;6;1;1;2
601;1;5;5;5;5;1;3;1;1;5;15;0;0;0;0;1;0;0;0;0;4;4;4;3;4;5;2; ; ;5;4;2;5;3;4;5;19000;25000;23000;32;2;2;4;5;6;1
602;1;3;3;3;3;3;3;2;4;1;4;0;0;1;0;1;1;0;0;0;5;2;5;5;5;5;1;1;1;5;5;3;4;3;2;1;12000;17000;13000;42;2;0;4;1;7;1
603;1;4;4;4;4;5;1;2;2;4;8;0;0;0;0;1;0;0;0;0;5;4;2;3;4;4;2; ; ;2;5;1;2;5;1;4; ;19000;17000;23;1; ;3;1;4;1
604;1;2;2;3;2;2;4;3;5;2;7;0;0;0;0;1;0;0;0;0;5;4;3;1;4;4;2; ; ;5;5;5;1;5;1;4;18000;22000;20000;37;2;2;5;2;6;1
605;1;1;1;2;1;1;4;2;1;4;4;0;0;0;1;1;0;0;0;0;4;5;5;1;5;5;1;1;2;5;4;4;5;5;2;2;12000;18000;15000;38;1; ;5;1;6;2
606;1;1;1;1;2;1;5;2;1;5;1;0;0;1;1;0;0;0;0;0;5;4;4;2;3;5;2; ; ;3;3;4;5;3;1;5;2000;10000;7000;34;4;3;3;3;4;2
607;1;1;1;1;1;2;5;1;2;5;5;0;0;0;0;1;0;0;0;0;1;3;2;1;3;5;2; ; ;5;5;1;4;4;1;7;5000;10000;8000;39;4;1;2;3;4;1
608;1;4;4;4;4;5;1;2;1;5;9;0;0;0;0;1;0;0;0;0;2;3;4;3;4;4;2; ; ;5;5;2;4;3;1;1;5000;10000;8000;27;5;4;3;1;4;1
609;1;5;5;4;5;3;1;2;1;1;12;0;0;0;0;0;1;0;0;0;5;2;5;1;5;5;1;2; ;1;3;5;3;5;1;4;10000;13000;10000;34;4;1;4;1;5;1
610;1;4;4;4;4;4;1;2;1;1;8;0;0;0;0;0;1;0;0;0;5;4;5;3;5;5;1;1;4;1;5;1;1;4;1;8; ;13000;9000;48;1; ;4;1;3;1
611;1;1;1;1;1;1;3;1;2;5;4;0;1;0;0;0;0;0;0;0;4;4;4;5;3;5;2; ; ;3;4;5;2;5;2;1;13000;18000;16000;46;2;2;5;1;7;1
612;1;1;2;2;1;1;3;3;3;1;2;0;0;1;1;0;0;0;0;0;5;3;2;1;4;5;2; ; ;1;5;4;3;4;1;8;3000;11000;9000;40;1; ;2;1;2;2
613;1;2;3;3;2;2;3;4;1;3;6;1;0;0;0;1;0;0;0;0;4;3;3;4;4;4;2; ; ;5;4;2;3;5;2;3;2000;10000;7000;38;4;1;3;1;1;2
614;1;2;2;2;2;1;5;3;1;3;4;0;0;0;0;0;0;0;1;0;5;3;3;4;4;4;2; ; ;5;5;2;4;3;1;4;9000;14000;12000;41;1; ;2;1;5;1
615;1;1;2;1;1;2;3;1;3;3;1;0;0;0;0;1;0;0;0;0;4;4;3;1;4;5;1;1;3;1;4;4;5;5;1;3;7000;12000;9000;28;1; ;3;1;4;1
616;1;4;4;5;4;4;5;1;1;3;10;0;0;0;1;1;0;0;0;0;3;1;4;1;4;5;2; ; ;1;5;4;1;5;2;1;11000;16000;14000;40;2;2;5;1;7;1
617;1;2;1;3;2;2;1;1;1;5;6;0;0;1;0;1;1;0;0;0;4;4;3;1;4;5;1;1;3;3;5;2;4;5;1;1;9000;14000;10000;47;1; ;2;1;5;1
618;1;2;2;2;2;3;2;3;4;3;4;0;0;0;0;1;1;1;0;0;1;4;3;1;5;4;2; ; ;5;4;2;4;5;3;1;8000;13000;10000;32;1; ;4;2;5;1
619;1;1;2;2;1;1;1;1;2;5;5;0;0;1;0;1;0;0;0;0;5;3;3;3;4;5;2; ; ;4;5;5;5;3;1;3;12000;18000;16000;22;1; ;3;1;4;1
620;1;4;4;5;4;3;4;1;2;5;9;0;0;0;1;1;0;0;0;0;2;4;5;3;5;5;1;1;1;5;5;2;1;5;1;8;13000;18000;14000;23;5;2;2;1;4;1
621;1;4;5;4;4;3;3;3;2;4;9;0;0;1;0;1;0;1;0;0;5;4;4;1;4;4;1;1;1;5;3;1;5;4;2;1;12000;15000;13000;34;2;1;5;2;6;1
622;1;2;3;2;2;1;4;2;1;5;6;0;0;0;0;0;0;0;0;0;3;3;4;3;3;5;2; ; ;5;4;1;1;3;1;1;2000;10000;8000;37;1; ;2;5;4;1
623;1;5;1;5;5;5;1;2;5;5;10;0;0;0;0;0;1;0;1;0;5;1;1;3;4;4;2; ; ;3;4;5;4;5;1;1; ;10000;8000;21;2;1;2;2;1;1
624;1;2;2;3;3;1;3;2;1;1;7;0;0;0;1;1;0;0;0;0;5;2;4;1;4;5;2; ; ;4;4;3;3;4;1;7;5000;10000;8000;46;4;2;4;1;2;2
625;1;2;2;2;2;3;3;3;3;3;6;0;0;0;0;0;0;0;0;0;3;4;4;4;4;5;1;1;1;5;4;3;5;4;1;4;15000;19000;16000;50;2;3;5;1;7;1
626;1;1;2;2;1;2;3;1;4;5;1;0;0;0;1;0;0;0;0;0;2;2;4;3;4;3;2; ; ;3;4;5;5;5;2;1;9000;15000;13000;26;2;2;6;1;7;1
627;1;4;4;4;4;1;3;2;1;3;8;1;0;0;0;1;0;0;0;0;3;2;1;3;4;4;2; ; ;4;4;5;2;3;1;7; ;12000;11000;31;2;2;6;1;2;1
628;1;1;1;2;1;2;4;3;1;1;3;0;0;1;0;0;0;0;0;1;4;3;4;1;3;3;2; ; ;1;5;1;1;5;1;2; ;10000;8000;26;4;1;5;5;1;2
629;1;2;1;3;2;2;5;3;1;2;5;1;0;0;0;1;0;0;0;0;3;3;1;5;4;5;2; ; ;3;4;1;5;2;1;4;16000;21000;19000;41;2;1;5;1;7;1
630;1;4;5;4;4;5;1;1;1;5;11;0;0;0;1;1;0;0;0;0;4;3;3;3;4;4;2; ; ;5;5;5;3;5;1;1;4000;10000;8000;32;2;2;4;1;5;1
631;1;5;5;4;5;4;3;1;1;5;7;0;0;0;1;0;0;0;0;0;5;4;1;1;4;5;2; ; ;5;5;3;1;2;1;1;4000;10000;8000;37;1; ;4;3;5;1
632;1;2;1;2;2;2;2;2;1;2;1;0;0;0;1;1;1;0;0;0;5;5;4;2;3;4;2; ; ;4;4;5;4;5;3;4;9000;14000;12000;28;1; ;6;1;7;2
633;1;2;1;2;2;3;3;2;2;4;4;0;0;0;1;1;0;0;0;0;1;2;2;1;3;5;2; ; ;5;5;1;1;4;2;1; ;10000;8000;27;1; ;2;5;1;1
634;1;2;2;3;2;2;5;3;2;3;6;0;1;0;1;1;1;0;0;0;5;2;5;3;5;5;1;1;4;5;3;1;5;5;3;6;7000;12000;8000;53;2;2;3;1;5;1
635;1;1;1;2;1;4;1;2;3;1;1;0;0;0;1;1;0;0;1;0;5;5;4;2;4;4;2; ; ;4;5;5;1;5;3;3;10000;17000;15000;28;2;1;5;1;6;1
636;1;4;4;4;4;5;3;4;1;5;9;0;0;0;0;1;1;1;0;0;4;5;3;1;4;4;2; ; ;1;5;3;1;5;1;4;8000;12000;10000;26;5;1;6;2;1;1
637;1;1;1;2;1;1;5;3;2;5;5;0;0;0;1;1;0;0;1;0;5;5;2;2;5;3;2; ; ;2;3;1;1;5;1;6;9000;15000;12000;48;2;1;3;1;6;1
638;1;3;3;4;2;2;1;2;1;5;4;0;0;0;1;1;0;0;0;0;2;5;4;4;5;2;1;1;1;5;5;1;1;3;2;4;4000;10000;6000;33;1; ;1;1;3;1
639;1;1;1;2;1;3;3;2;1;1;3;0;0;0;0;1;1;0;0;0;5;5;4;2;4;5;2; ; ;1;5;5;3;4;1;1;12000;19000;17000;49;4;0;2;2;5;1
640;1;2;1;2;2;2;4;2;1;1;6;0;0;1;1;1;0;0;0;0;5;2;2;1;4;5;2; ; ;3;5;5;4;1;1;1;5000;11000;9000;37;1; ;1;1;1;1
641;1;4;4;5;4;4;1;1;1;1;8;1;0;0;1;1;1;0;0;0;2;5;4;1;4;4;2; ; ;5;4;5;2;5;1;7;6000;10000;8000;34;1; ;3;1;4;1
642;1;2;3;3;2;2;3;1;4;3;2;0;0;0;0;1;1;0;0;0;5;2;3;4;4;5;2; ; ;2;5;2;1;5;2;1;16000;20000;18000;41;2;0;5;1;7;1
643;1;2;3;3;2;3;1;1;1;4;6;0;0;0;0;1;1;0;0;0;3;5;2;1;4;5;2; ; ;4;4;5;5;5;2;5;9000;14000;12000;27;4;3;2;1;4;1
644;1;4;5;5;4;5;1;3;1;1;9;0;0;0;1;1;0;0;0;0;5;5;4;1;4;3;2; ; ;5;3;1;5;5;1;4;9000;13000;11000;25;1; ;3;1;5;1
645;1;3;3;4;3;4;4;3;2;5;8;0;0;0;0;0;1;0;0;0;5;2;3;3;5;4;1;1;3;5;4;1;1;5;5;8;2000;10000;6000;24;1; ;3;2;4;2
646;1;4;3;5;5;5;2;2;4;1;8;1;0;0;0;1;0;0;0;0;3;5;4;1;3;4;2; ; ;4;4;3;1;2;1;3;11000;17000;15000;28;2;0;4;1;5;1
647;1;5;4;2;5;5;2;1;4;5;9;1;0;1;1;1;0;0;0;0;3;4;4;3;4;4;2; ; ;1;5;4;2;1;2;3;3000;10000;9000;39;2;0;4;1;6;1
648;1;2;2;3;1;2;2;2;3;1;8;0;1;0;1;0;0;0;0;0;2;3;3;1;4;4;2; ; ;1;5;1;2;3;2;1;22000;25000;23000;50;2;2;5;1;7;1
649;1;4;4;5;4;4;4;2;4;1;8;0;0;0;0;1;0;0;0;0;5;4;4;1;5;4;1;1;2;2;3;1;4;5;1;3;11000;15000;12000;30;2;0;4;1;6;1
650;1;2;2;3;2;3;5;3;1;5;4;0;0;0;1;1;0;1;0;0;5;3;3;4;5;4;1;1;1;3;3;4;1;4;2;1;3000;10000;7000;35;1; ;2;1;4;1
651;1;4;5;5;4;5;4;3;4;1;8;0;0;1;0;1;0;0;0;0;4;2;4;2;4;5;2; ; ;5;4;2;5;4;1;5;11000;18000;16000;35;1; ;2;1;4;1
652;1;2;2;3;2;1;5;1;1;5;6;0;0;1;1;0;0;0;0;0;5;4;3;4;4;5;2; ; ;5;5;5;1;5;3;4;6000;12000;9000;32;2;2;2;1;2;1
653;1;2;2;3;2;1;3;2;2;4;8;0;0;0;0;1;0;0;0;0;4;5;2;3;4;4;2; ; ;5;3;4;4;5;1;10;12000;15000;14000;42;1; ;2;1;2;1
654;1;5;5;1;5;5;1;2;2;5;9;0;0;0;0;1;1;0;0;0;5;5;4;3;4;5;2; ; ;3;5;1;2;3;1;1;6000;11000;9000;31;1; ;2;1;4;1
655;1;2;2;3;2;2;5;3;2;1;3;0;0;0;0;1;0;0;0;0;5;4;4;5;4;4;2; ; ;4;5;1;2;3;2;1;14000;18000;16000;24;2;1;5;2;7;1
656;1;2;2;3;2;2;3;2;1;3;2;0;0;0;0;0;0;0;0;0;3;4;2;1;4;5;2; ; ;3;5;5;3;4;1;3;14000;19000;17000;46;3;1;3;1;6;1
657;1;4;4;5;4;5;4;1;1;5;11;0;0;0;1;0;0;0;0;0;2;5;3;3;4;5;2; ; ;5;4;5;1;3;2;6;6000;11000;8000;37;1; ;5;1;1;1
658;1;4;4;5;4;3;1;1;1;5;7;0;0;0;1;1;0;0;0;0;5;3;4;3;3;4;2; ; ;1;5;5;5;2;4;7;13000;18000;16000;37;2;1;5;1;6;1
659;1;3;3;3;3;3;1;4;3;4;6;0;0;0;0;1;1;0;0;0;5;2;2;2;4;4;2; ; ;5;5;5;2;4;1;5;13000;19000;16000;26;2;3;2;5;3;2
660;1;3;4;4;3;2;3;1;1;2;6;0;0;0;1;1;0;0;0;0;5;5;4;2;4;4;2; ; ;5;4;5;2;3;1;1;16000;21000;19000;52;2;3;3;1;6;2
661;1;1;1;1;1;2;1;1;3;3;6;0;0;0;0;1;1;0;0;0;2;5;4;2;4;5;2; ; ;3;5;5;1;2;3;1;10000;15000;13000;26;2;3;5;1;7;1
662;1;3;3;3;3;2;1;1;1;2;10;0;0;1;1;0;0;0;0;0;4;3;3;1;4;4;2; ; ;4;4;3;4;3;1;1;10000;15000;14000;34;4;0;4;1;5;1
663;1;1;1;1;1;1;5;3;1;4;1;0;0;0;1;1;1;0;0;0;5;5;3;1;4;5;2; ; ;2;5;5;5;5;1;3;11000;16000;13000;35;2;1;4;1;1;2
664;1;4;3;5;4;4;3;1;2;5;9;0;0;0;1;0;0;0;0;0;4;5;4;3;4;4;1;1;1;2;4;2;1;5;1;4;17000;23000;19000;41;2;2;5;2;7;1
665;1;1;1;2;1;1;3;3;1;1;3;0;1;0;1;0;1;0;0;0;5;1;5;1;5;5;1;2; ;1;5;1;1;4;2;2;13000;19000;15000;24;2;2;6;1;7;2
666;1;4;4;5;4;5;1;1;4;4;10;0;0;0;1;0;0;0;0;0;4;4;4;4;3;5;2; ; ;3;5;3;5;3;1;7;15000;21000;19000;44;1; ;3;2;6;1
667;1;3;3;4;3;3;2;3;1;5;5;0;0;0;0;1;1;0;0;0;4;4;4;3;4;3;2; ; ;4;4;1;1;5;3;1;5000;10000;8000;34;1; ;3;1;5;1
668;1;2;2;2;2;3;3;1;1;3;4;0;0;0;0;0;0;0;0;0;5;3;4;1;4;5;2; ; ;2;5;2;2;5;1;7; ;10000;8000;41;2;2;1;1;3;1
669;1;2;2;2;2;2;5;2;1;3;6;0;0;0;0;1;0;0;0;0;1;2;3;3;4;5;2; ; ;3;5;1;4;4;1;9;14000;19000;17000;34;2;0;4;1;5;1
670;1;2;2;3;2;2;3;2;4;3;8;0;0;1;0;0;0;0;0;0;3;5;3;1;4;4;2; ; ;1;5;1;3;5;1;2; ;10000;8000;30;2;2;4;3;1;2
671;1;3;3;3;3;2;3;2;1;1;7;0;0;1;0;1;0;0;0;0;5;2;4;3;3;3;2; ; ;5;5;5;2;4;1;5;16000;20000;17000;38;1; ;3;3;5;1
672;1;1;2;1;1;3;1;2;1;1;5;0;0;1;0;0;0;0;0;0;5;5;4;3;3;3;2; ; ;5;5;3;1;5;1;1; ;11000;9000;40;2;2;1;1;3;1
673;1;3;2;3;3;3;4;3;1;5;11;0;0;0;0;1;0;1;0;0;4;4;4;1;3;4;2; ; ;2;4;1;4;5;3;5;13000;19000;17000;36;4;1;4;2;5;1
674;1;2;1;3;2;3;2;2;1;5;4;0;0;0;0;1;0;0;0;0;5;3;4;1;4;5;2; ; ;4;4;5;5;3;1;3; ;10000;8000;35;1; ;5;1;1;2
675;1;4;4;5;4;4;3;4;2;3;11;0;0;0;1;1;0;0;0;0;3;5;3;1;5;5;2; ; ;5;5;4;3;5;1;5;9000;14000;12000;45;2;2;5;2;7;1
676;1;2;2;2;2;1;4;1;2;1;7;0;0;1;0;0;0;0;0;0;2;2;1;1;4;4;2; ; ;4;5;4;5;4;1;1; ;12000;10000;51;1; ;4;1;2;2
677;1;4;4;4;4;3;2;3;1;1;9;0;0;1;1;1;0;0;0;0;5;4;4;2;5;4;1;1;3;3;5;1;1;4;3;1;14000;19000;15000;32;2;2;3;5;4;1
678;1;1;1;2;1;1;5;3;2;3;1;0;0;0;0;1;1;0;0;0;4;4;4;1;4;4;2; ; ;4;4;1;5;5;2;4;14000;18000;16000;25;1; ;3;1;5;1
679;1;2;2;2;2;1;4;1;4;5;7;0;0;0;1;1;1;0;0;0;5;3;3;1;3;5;2; ; ;5;4;3;5;1;3;6;18000;25000;23000;40;1; ;1;5;4;1
680;1;5;5;4;5;4;2;3;1;1;13;0;0;0;1;1;1;0;0;0;5;2;3;5;4;4;1;1;3;1;4;1;5;4;1;1;15000;21000;18000;26;4;1;6;1;2;1
681;1;2;1;3;2;2;5;1;1;1;4;0;0;0;1;0;0;0;0;0;5;3;4;2;3;3;2; ; ;4;4;1;5;3;2;5;20000;24000;22000;44;1; ;3;2;6;1
682;1;4;3;4;4;4;2;2;1;5;9;0;0;1;0;0;1;0;0;0;4;2;2;2;4;5;2; ; ;3;5;1;2;4;2;4;14000;19000;16000;28;2;0;5;1;6;1
683;1;3;3;4;3;4;3;3;1;5;8;0;0;0;0;1;0;0;0;0;4;3;4;1;4;4;2; ; ;2;4;5;1;5;3;5; ;10000;8000;37;2;1;2;1;2;1
684;1;4;4;5;4;3;5;2;1;4;10;0;0;0;0;1;0;0;0;0;5;3;5;3;4;3;1;1;2;2;3;2;3;4;1;1;13000;18000;14000;41;1; ;4;1;6;1
685;1;3;3;4;3;2;5;1;1;4;6;0;0;0;1;1;0;0;0;0;1;3;4;1;4;5;2; ; ;5;5;5;4;4;1;3; ;10000;7000;33;1; ;6;2;1;1
686;1;2;1;2;2;2;3;2;1;5;3;0;0;0;1;0;0;0;0;0;5;4;3;3;4;5;2; ; ;4;3;2;1;5;2;6;12000;15000;13000;44;4;2;1;1;2;1
687;1;1;1;1;1;1;5;2;3;5;1;0;0;0;0;1;0;0;0;0;5;3;2;1;3;5;2; ; ;1;5;4;1;5;2;5;3000;10000;8000;46;1; ;3;1;6;1
688;1;2;1;2;2;1;5;2;1;1;7;0;0;0;1;1;0;0;0;0;5;3;4;3;5;4;1;1;2;2;4;3;5;4;1;5;17000;22000;18000;51;2;1;6;1;7;1
689;1;3;3;3;3;2;5;1;1;5;4;0;0;0;1;1;0;0;0;0;4;3;3;2;4;3;2; ; ;3;4;4;3;4;5;7;9000;13000;12000;35;4;0;3;1;5;1
690;1;2;2;3;3;2;2;3;1;3;3;0;0;1;0;1;0;0;0;0;5;5;5;1;4;5;1;1;1;5;4;3;1;5;1;8;16000;21000;17000;44;1; ;3;1;6;1
691;1;2;1;2;3;2;5;1;2;2;5;0;0;0;0;1;0;0;0;0;5;3;3;3;3;5;2; ; ;1;5;1;5;5;1;6;17000;23000;21000;42;1; ;4;1;6;1
692;1;2;2;3;2;2;5;2;1;5;6;0;0;0;0;0;1;0;0;0;3;5;3;3;4;3;2; ; ;3;5;1;1;4;2;6; ;10000;8000;33;4;2;2;1;1;2
693;1;2;2;2;2;2;5;2;1;5;2;0;0;0;0;1;0;0;0;0;3;2;4;1;5;5;1;1;1;2;5;4;5;3;1;5;7000;12000;8000;58;2;3;1;1;3;1
694;1;3;3;3;3;3;5;4;1;5;6;0;1;0;0;0;0;0;0;0;5;4;4;3;4;5;2; ; ;5;4;2;5;5;1;1;17000;23000;21000;33;2;2;3;2;5;1
695;1;3;4;4;3;5;1;1;1;5;5;0;1;0;0;1;1;0;0;0;5;4;4;2;3;4;2; ; ;3;4;1;1;4;1;5;14000;19000;17000;48;1; ;4;1;6;1
696;1;4;4;5;4;4;2;1;1;1;8;0;0;0;0;1;0;0;0;0;1;3;4;2;4;4;2; ; ;3;5;1;5;5;2;2;11000;15000;14000;33;2;2;5;2;7;2
697;1;1;1;1;1;1;5;2;2;4;7;0;0;0;0;1;0;0;0;0;4;4;2;2;3;5;2; ; ;1;5;1;5;5;1;1;15000;19000;18000;35;4;2;4;1;5;1
698;1;4;4;4;4;4;3;3;3;2;9;0;0;0;1;0;1;0;0;0;5;4;1;3;4;5;2; ; ;5;5;2;5;4;1;3;16000;22000;20000;41;2;3;4;2;7;1
699;1;1;1;1;1;1;5;2;5;5;1;0;0;0;0;1;0;0;0;0;5;3;4;3;4;4;2; ; ;4;4;2;2;5;3;1; ;18000;16000;51;4;2;2;1;5;1
700;1;3;3;4;3;4;3;3;1;5;3;0;0;0;0;1;1;0;0;0;3;2;2;5;4;4;2; ; ;4;5;5;3;4;1;3;14000;20000;18000;31;2;1;5;1;6;1
701;1;3;2;4;3;4;3;3;1;1;8;1;0;0;1;1;0;0;0;0;5;4;3;1;4;5;2; ; ;2;5;3;5;5;1;1;3000;10000;7000;31;1; ;1;5;3;1
702;1;3;3;3;3;3;3;3;1;5;5;0;0;0;1;1;1;0;0;0;5;3;5;3;5;5;1;1;1;1;4;2;1;4;3;8;11000;17000;14000;21;2;0;1;1;3;2
703;1;3;2;4;3;3;5;3;1;1;11;0;0;0;0;1;1;0;0;0;5;2;3;1;4;4;2; ; ;4;5;5;5;5;1;1;2000;10000;8000;46;1; ;3;1;5;1
704;1;2;3;2;2;1;3;2;4;3;5;1;0;0;0;0;0;0;0;0;5;3;3;2;3;5;2; ; ;3;5;5;4;5;2;1; ;10000;9000;37;4;2;1;3;1;1
705;1;3;3;3;3;2;3;2;2;2;9;0;0;0;0;0;0;0;0;0;5;3;4;1;5;5;1;1;1;2;4;2;5;4;1;8;9000;14000;11000;29;2;1;6;2;7;1
706;1;5;4;3;5;5;3;4;1;4;8;0;1;0;0;1;0;0;0;0;4;4;2;5;4;4;2; ; ;4;3;5;5;5;1;1;10000;16000;15000;41;2;0;6;1;7;1
707;1;5;4;5;5;5;3;1;4;1;7;0;0;0;1;0;1;0;0;0;3;3;4;1;4;4;2; ; ;1;5;5;4;5;1;1;19000;24000;22000;42;2;2;5;2;7;1
708;1;4;3;4;4;4;4;2;1;5;10;0;0;0;0;1;0;0;0;0;5;4;2;3;4;4;2; ; ;3;5;5;1;5;1;3;10000;15000;13000;36;2;4;6;1;7;1
