qnrnumb;visit;howoft;likenet;research;safeweb;goodtool;notouse;another;likeproc;hassle;visits;friend;billbrd;banner;surfing;sengine;tv;theater;nwspaper;other;easyuse;helpful;positive;useonly;influenc;secure;didbuy;better;howmuch;safe;wanttest;price;tradein;handson;checkit;noweeks;worth;sticker;actual;age;marital;children;educate;race;income;gender
66;Yes;Very often;Strongly Agree;Disagree;Strongly Agree;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;15;No;No;No;Yes;Yes;No;No;No;No;Agree;Neutral;Agree;Disagree;Neutral;Neutral;No; ; ;Strongly Disagree;Strongly Agree;Agree;Strongly Disagree;Disagree;Strongly Disagree;5;8000;12000;10000;29;Divorced;1;Some college;Black;$65,000 - $80,000;Male
67;Yes;Often;Agree;Agree;Strongly Agree;Neutral;Strongly Disagree;Strongly Disagree;Neutral;Agree;7;No;No;No;Yes;No;No;No;No;No;Strongly Disagree;Agree;Disagree;Disagree;Neutral;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Neutral;Strongly Agree;Disagree;Strongly Disagree;5;13000;18000;16000;35;Married;2;Some college;Caucasian;$65,000 - $80,000;Male
68;Yes;Often;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;10;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Neutral;Neutral;Strongly Disagree;Agree;Agree;No; ; ;Disagree;Neutral;Strongly Agree;Disagree;Agree;Disagree;5;13000;19000;17000;21;Divorced;1;Some college;Hispanic;$80,000 - $95,000;Female
69;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Disagree;Neutral;Strongly Disagree;5;Yes;No;Yes;No;Yes;No;No;Yes;No;Strongly Agree;Neutral;Agree;Neutral;Agree;Agree;No; ; ;Strongly Disagree;Strongly Agree;Agree;Strongly Agree;Disagree;Strongly Disagree;3;15000;21000;19000;35;Married;2;Graduate degree;Black;Over $110,000;Female
70;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Agree;Strongly Disagree;Agree;Neutral;8;No;No;No;Yes;Yes;No;No;No;No;Neutral;Agree;Agree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Agree;Disagree;Strongly Disagree;Agree;Strongly Disagree;5;18000;21000;18000;35;Married;1;Graduate degree;Caucasian;$95,000 - $110,000;Male
71;Yes;Very often;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Disagree;Neutral;Strongly Disagree;Neutral;9;No;No;Yes;No;No;Yes;Yes;No;No;Strongly Agree;Agree;Neutral;Strongly Disagree;Strongly Agree;Strongly Agree;No; ; ;Neutral;Strongly Agree;Disagree;Agree;Strongly Agree;Disagree;5;11000;18000;16000;35;Married;3;Graduate degree;Caucasian;Over $110,000;Male
72;Yes;Occasionally;Disagree;Neutral;Neutral;Neutral;Strongly Disagree;Neutral;Strongly Disagree;Agree;8;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Neutral;Agree;Disagree;Agree;Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Disagree;5;12000;17000;15000;34;Single; ;Some college;Caucasian;$65,000 - $80,000;Male
73;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Strongly Disagree;Disagree;Strongly Disagree;Strongly Agree;1;No;No;No;No;Yes;No;No;No;No;Disagree;Agree;Agree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Agree;Strongly Agree;Disagree;Disagree;Strongly Agree;Strongly Disagree;3;5000;10000;8000;54;Single; ;Other;Other;$35,000 - $50,000;Male
74;Yes;Almost never;Neutral;Neutral;Disagree;Disagree;Neutral;Strongly Disagree;Strongly Disagree;Agree;5;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Agree;Neutral;Agree;Strongly Agree;Agree;Yes;Yes;A great deal better;Strongly Disagree;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;7;14000;19000;16000;22;Single; ;Some college;Black;$80,000 - $95,000;Male
75;Yes;Occasionally;Disagree;Neutral;Disagree;Strongly Agree;Agree;Disagree;Strongly Disagree;Strongly Agree;12;No;No;No;No;Yes;Yes;No;No;No;Agree;Neutral;Disagree;Strongly Disagree;Agree;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;4;10000;14000;12000;30;Married;1;Graduate degree;Black;Over $110,000;Male
76;Yes;Never;Strongly Disagree;Strongly Disagree;Disagree;Strongly Disagree;Strongly Agree;Agree;Disagree;Strongly Agree;1;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Disagree;Neutral;Strongly Agree;Agree;Agree;No; ; ;Agree;Agree;Strongly Disagree;Strongly Agree;Neutral;Strongly Disagree;3;8000;14000;13000;47;Single; ;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
77;Yes;Occasionally;Neutral;Neutral;Neutral;Agree;Agree;Disagree;Strongly Disagree;Disagree;9;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Neutral;Disagree;Strongly Disagree;Neutral;Agree;No; ; ;Strongly Disagree;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;7;20000;25000;24000;49;Single; ;Some college;Asian;$80,000 - $95,000;Male
78;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Neutral;2;No;No;No;No;Yes;Yes;No;No;No;Disagree;Disagree;Strongly Disagree;Neutral;Strongly Agree;Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Disagree;6;13000;17000;15000;34;Single; ;Some college;Caucasian;$65,000 - $80,000;Male
79;Yes;Often;Agree;Agree;Agree;Strongly Disagree;Strongly Agree;Neutral;Strongly Disagree;Neutral;10;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Agree;Neutral;Neutral;Neutral;Strongly Agree;No; ; ;Agree;Neutral;Strongly Disagree;Strongly Disagree;Agree;Disagree;5;23000;26000;24000;40;Married;1;Graduate degree;Caucasian;Over $110,000;Male
80;Yes;Occasionally;Neutral;Agree;Neutral;Disagree;Agree;Neutral;Strongly Disagree;Disagree;7;No;No;No;No;Yes;No;No;No;No;Strongly Disagree;Disagree;Disagree;Agree;Neutral;Agree;No; ; ;Agree;Strongly Agree;Neutral;Disagree;Strongly Agree;Strongly Disagree;5;12000;18000;16000;37;Married;1;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
81;Yes;Often;Agree;Strongly Agree;Agree;Strongly Disagree;Neutral;Disagree;Neutral;Strongly Agree;6;Yes;No;Yes;Yes;Yes;No;No;No;No;Agree;Neutral;Agree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Neutral;Neutral;Strongly Disagree;4;22000;27000;25000;43;Married;1;Graduate degree;Black;Over $110,000;Male
82;Yes;Often;Neutral;Agree;Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neutral;9;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Neutral;Disagree;Strongly Disagree;Neutral;Neutral;No; ; ;Disagree;Neutral;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;4;11000;15000;13000;32;Married;0;Other;Caucasian;Over $110,000;Male
83;Yes;Occasionally;Disagree;Neutral;Neutral;Neutral;Agree;Strongly Disagree;Strongly Disagree;Agree;6;Yes;No;No;No;No;Yes;No;No;No;Strongly Disagree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Agree;Agree;Disagree;Disagree;Neutral;Strongly Disagree;3;6000;10000;7000;33;Married;4;Graduate degree;Caucasian;$95,000 - $110,000;Male
84;Yes;Very often;Strongly Agree;Neutral;Strongly Agree;Agree;Strongly Disagree;Strongly Disagree;Neutral;Disagree;10;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Neutral;Disagree;Agree;Agree;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Agree;Strongly Disagree;2;15000;18000;16000;30;Divorced;2;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
85;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Neutral;Neutral;Strongly Agree;Disagree;1;No;No;No;Yes;No;No;No;No;No;Neutral;Neutral;Strongly Disagree;Strongly Agree;Strongly Agree;Neutral;No; ; ;Strongly Agree;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;5;17000;22000;19000;25;Married;3;Graduate degree;Caucasian;Over $110,000;Male
86;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Disagree;Strongly Disagree;Neutral;Strongly Agree;8;No;No;No;No;No;Yes;No;No;No;Strongly Disagree;Neutral;Neutral;Strongly Disagree;Agree;Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Disagree;1;19000;22000;20000;42;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
87;Yes;Almost never;Strongly Disagree;Disagree;Disagree;Disagree;Neutral;Disagree;Strongly Disagree;Strongly Agree;4;No;No;No;Yes;No;Yes;No;No;No;Neutral;Agree;Disagree;Strongly Disagree;Neutral;Agree;No; ; ;Neutral;Agree;Disagree;Neutral;Agree;Agree;1;8000;11000;9000;23;Divorced;2;Some college;Caucasian;$80,000 - $95,000;Male
88;Yes;Very often;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neutral;Strongly Disagree;Strongly Disagree;10;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Disagree;Neutral;Neutral;Agree;Neutral;No; ; ;Strongly Disagree;Strongly Agree;Disagree;Agree;Agree;Disagree;1;4000;10000;8000;30;Married;3;Some college;Caucasian;$35,000 - $50,000;Male
89;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Agree;Strongly Disagree;Strongly Disagree;Agree;6;No;No;No;Yes;Yes;No;No;No;No;Neutral;Strongly Agree;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Neutral;4;17000;23000;21000;47;Divorced;0;Graduate degree;Caucasian;Over $110,000;Female
90;Yes;Occasionally;Disagree;Neutral;Neutral;Agree;Neutral;Agree;Strongly Disagree;Strongly Agree;7;No;No;No;Yes;No;No;No;No;No;Neutral;Agree;Neutral;Agree;Agree;Strongly Agree;No; ; ;Disagree;Agree;Strongly Disagree;Strongly Agree;Agree;Strongly Disagree;4;17000;21000;19000;44;Married;1;Graduate degree;Asian;Over $110,000;Male
91;Yes;Very often;Agree;Disagree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Disagree;13;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Neutral;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Disagree;4;14000;19000;17000;35;Married;1;Graduate degree;Black;$95,000 - $110,000;Male
92;Yes;Occasionally;Disagree;Neutral;Neutral;Neutral;Disagree;Disagree;Disagree;Strongly Disagree;10;No;No;Yes;No;Yes;No;No;No;No;Strongly Disagree;Strongly Agree;Agree;Strongly Disagree;Agree;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;Disagree;4;7000;14000;12000;40;Single; ;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
93;Yes;Very often;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;10;No;No;No;Yes;Yes;No;No;No;Yes;Neutral;Disagree;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Disagree;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;3;12000;17000;13000;34;Married;4;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
94;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Neutral;Disagree;Strongly Disagree;Agree;Agree;5;No;No;No;Yes;No;No;No;No;No;Disagree;Disagree;Agree;Agree;Agree;Strongly Agree;Yes;Yes;Much better;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;2; ;10000;6000;29;Single; ;Less than high school;Black;Under $35,000;Female
95;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Disagree;1;No;No;No;Yes;No;No;No;No;No;Neutral;Neutral;Agree;Strongly Agree;Agree;Agree;Yes;Yes;Somewhat better;Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Agree;Strongly Disagree;7;16000;20000;16000;25;Married;4;Other;Caucasian;Over $110,000;Male
96;Yes;Often;Neutral;Agree;Agree;Agree;Strongly Disagree;Disagree;Strongly Agree;Strongly Agree;11;No;No;No;No;No;Yes;No;No;No;Neutral;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Agree;Yes;Yes;Just a bit better;Strongly Agree;Agree;Agree;Agree;Neutral;Neutral;3;10000;14000;10000;36;Divorced;0;Some college;Caucasian;$80,000 - $95,000;Male
97;Yes;Almost never;Neutral;Disagree;Disagree;Disagree;Neutral;Disagree;Disagree;Strongly Disagree;6;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Agree;Agree;Agree;Strongly Agree;No; ; ;Disagree;Agree;Neutral;Strongly Disagree;Neutral;Strongly Disagree;1;9000;13000;11000;43;Divorced;2;Some college;Caucasian;$95,000 - $110,000;Male
98;Yes;Occasionally;Neutral;Neutral;Neutral;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Disagree;7;No;No;No;Yes;Yes;No;No;No;No;Agree;Agree;Strongly Agree;Disagree;Strongly Agree;Agree;Yes;Yes;Much better;Strongly Disagree;Strongly Agree;Disagree;Strongly Agree;Agree;Strongly Disagree;3;12000;17000;14000;61;Single; ;Less than high school;Caucasian;$50,000 - $65,000;Male
99;Yes;Occasionally;Neutral;Neutral;Neutral;Neutral;Strongly Agree;Disagree;Neutral;Strongly Agree;10;No;No;No;No;Yes;No;No;No;No;Agree;Neutral;Neutral;Disagree;Neutral;Agree;No; ; ;Agree;Agree;Disagree;Agree;Agree;Strongly Disagree;8; ;10000;7000;37;Single; ;High school;Black;$50,000 - $65,000;Male
100;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Neutral;Neutral;Strongly Disagree;Strongly Disagree;1;No;No;Yes;No;No;Yes;No;No;No;Strongly Agree;Agree;Agree;Strongly Disagree;Agree;Agree;No; ; ;Agree;Agree;Disagree;Strongly Agree;Neutral;Strongly Disagree;6;7000;11000;9000;42;Single; ;High school;Caucasian;$65,000 - $80,000;Male
101;Yes;Often;Agree;Agree;Agree;Agree;Neutral;Neutral;Strongly Disagree;Strongly Disagree;9;No;No;No;Yes;Yes;No;No;No;No;Agree;Agree;Neutral;Neutral;Agree;Strongly Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;1;11000;18000;15000;28;Single; ;High school;Black;$50,000 - $65,000;Male
102;Yes;Occasionally;Disagree;Agree;Neutral;Agree;Strongly Disagree;Disagree;Disagree;Neutral;7;No;No;No;Yes;No;No;No;No;Yes;Strongly Agree;Agree;Agree;Strongly Agree;Neutral;Strongly Agree;No; ; ;Neutral;Agree;Strongly Agree;Strongly Disagree;Agree;Neutral;3;10000;14000;12000;37;Divorced;2;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
103;Yes;Often;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Strongly Disagree;Strongly Agree;6;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Disagree;Neutral;Agree;Agree;Strongly Agree;No; ; ;Disagree;Agree;Disagree;Strongly Agree;Neutral;Disagree;6;22000;26000;24000;31;Married;2;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
104;Yes;Almost never;Disagree;Neutral;Neutral;Disagree;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;5;Yes;No;No;No;Yes;Yes;No;No;No;Strongly Disagree;Neutral;Neutral;Neutral;Strongly Agree;Agree;Yes;Yes;A great deal better;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Agree;Strongly Disagree;1;1000;10000;6000;51;Separated;1;High school;Caucasian;$35,000 - $50,000;Female
105;Yes;Occasionally;Neutral;Agree;Neutral;Agree;Neutral;Disagree;Disagree;Strongly Agree;6;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Disagree;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;No; ; ;Disagree;Strongly Agree;Neutral;Strongly Agree;Agree;Strongly Disagree;7;5000;10000;8000;35;Single; ;High school;Caucasian;$65,000 - $80,000;Male
106;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;5;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Strongly Agree;Disagree;Strongly Disagree;Neutral;Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Disagree;4;4000;10000;9000;44;Single; ;Some college;Caucasian;$95,000 - $110,000;Male
107;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;9;No;No;No;No;Yes;Yes;No;No;No;Disagree;Disagree;Agree;Strongly Disagree;Strongly Agree;Agree;Yes;Yes;A great deal better;Agree;Agree;Neutral;Disagree;Strongly Agree;Strongly Disagree;2;17000;23000;20000;33;Single; ;Some college;Black;$65,000 - $80,000;Male
108;Yes;Never;Neutral;Disagree;Strongly Disagree;Neutral;Neutral;Disagree;Neutral;Agree;5;No;No;No;No;Yes;No;No;No;No;Agree;Agree;Strongly Disagree;Disagree;Neutral;Agree;No; ; ;Neutral;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Disagree;4;1000;10000;8000;33;Married;0;Other;Caucasian;Under $35,000;Female
109;Yes;Occasionally;Neutral;Agree;Neutral;Disagree;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;6;No;No;No;No;Yes;Yes;No;Yes;No;Disagree;Agree;Neutral;Disagree;Agree;Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;8;11000;15000;13000;23;Single; ;High school;Caucasian;$65,000 - $80,000;Male
110;Yes;Often;Agree;Strongly Agree;Agree;Neutral;Neutral;Disagree;Strongly Disagree;Neutral;7;No;No;Yes;Yes;Yes;Yes;No;No;No;Strongly Disagree;Neutral;Agree;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Neutral;Disagree;Neutral;Strongly Disagree;4;2000;10000;7000;34;Single; ;Some college;Caucasian;$65,000 - $80,000;Male
111;Yes;Never;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Agree;Disagree;Agree;3;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Neutral;Neutral;Disagree;Neutral;Strongly Agree;No; ; ;Neutral;Neutral;Strongly Agree;Strongly Disagree;Strongly Agree;Neutral;1;18000;24000;23000;38;Divorced;2;Some college;Caucasian;$80,000 - $95,000;Male
112;Yes;Very often;Agree;Neutral;Strongly Agree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Disagree;9;No;No;Yes;No;No;No;No;No;No;Disagree;Agree;Neutral;Disagree;Strongly Agree;Strongly Agree;Yes;No; ;Strongly Disagree;Agree;Strongly Disagree;Strongly Disagree;Neutral;Disagree;1;9000;14000;11000;34;Married;0;Graduate degree;Caucasian;$95,000 - $110,000;Male
113;Yes;Occasionally;Neutral;Neutral;Neutral;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Neutral;8;No;No;No;No;Yes;Yes;No;Yes;No;Strongly Agree;Disagree;Disagree;Neutral;Neutral;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Agree;Disagree;3;6000;12000;10000;47;Divorced;1;Some college;Caucasian;$95,000 - $110,000;Male
114;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neutral;Neutral;Disagree;Disagree;4;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Agree;Agree;Disagree;Agree;Agree;No; ; ;Disagree;Strongly Agree;Disagree;Strongly Agree;Agree;Disagree;1;13000;20000;18000;41;Married;1;Other;Caucasian;Over $110,000;Male
115;Yes;Occasionally;Neutral;Neutral;Neutral;Disagree;Agree;Agree;Disagree;Strongly Agree;5;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Agree;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Agree;Agree;Disagree;Strongly Disagree;Agree;Strongly Disagree;5;5000;10000;8000;38;Divorced;0;High school;Asian;$65,000 - $80,000;Male
116;Yes;Almost never;Disagree;Neutral;Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;6;No;No;No;No;No;No;No;No;No;Neutral;Agree;Neutral;Strongly Disagree;Agree;Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Neutral;2;17000;20000;18000;35;Married;2;Undergraduate degree;Hispanic;$80,000 - $95,000;Female
117;Yes;Never;Disagree;Strongly Disagree;Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Neutral;6;No;No;No;No;No;No;No;No;No;Strongly Agree;Neutral;Agree;Strongly Disagree;Strongly Agree;Neutral;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Neutral;Disagree;6;4000;10000;8000;32;Single; ;Less than high school;Caucasian;$35,000 - $50,000;Male
118;Yes;Occasionally;Disagree;Neutral;Neutral;Neutral;Neutral;Disagree;Neutral;Strongly Agree;11;No;No;No;No;No;No;No;No;No;Neutral;Strongly Agree;Neutral;Strongly Disagree;Agree;Neutral;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Disagree;Disagree;1;9000;15000;14000;45;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
119;Yes;Very often;Neutral;Strongly Disagree;Strongly Agree;Strongly Disagree;Agree;Disagree;Strongly Disagree;Strongly Agree;10;No;No;Yes;Yes;Yes;No;No;No;No;Neutral;Strongly Agree;Strongly Disagree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;1;8000;13000;11000;32;Married;1;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
120;Yes;Almost never;Disagree;Neutral;Disagree;Neutral;Disagree;Neutral;Strongly Disagree;Strongly Agree;2;No;No;Yes;No;Yes;Yes;No;No;No;Neutral;Disagree;Agree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Agree;Disagree;Strongly Agree;Strongly Disagree;6;19000;22000;20000;26;Married;2;Other;Black;Over $110,000;Female
121;Yes;Never;Disagree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;Strongly Disagree;Neutral;1;No;No;No;Yes;No;No;No;No;No;Disagree;Disagree;Neutral;Disagree;Neutral;Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Disagree;Disagree;Neutral;Strongly Disagree;6;9000;14000;12000;44;Single; ;Other;Caucasian;$35,000 - $50,000;Male
122;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Strongly Agree;Disagree;Strongly Agree;Neutral;6;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Disagree;Strongly Agree;Strongly Disagree;Agree;Agree;Yes;Yes;Much better;Strongly Agree;Agree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;1;8000;13000;9000;41;Single; ;Graduate degree;Caucasian;$35,000 - $50,000;Male
123;Yes;Occasionally;Disagree;Agree;Agree;Neutral;Disagree;Agree;Strongly Disagree;Agree;7;No;No;No;No;Yes;No;No;No;No;Strongly Disagree;Agree;Agree;Disagree;Agree;Agree;No; ; ;Disagree;Strongly Agree;Neutral;Agree;Agree;Strongly Disagree;1;7000;11000;8000;36;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
124;Yes;Occasionally;Neutral;Neutral;Neutral;Agree;Strongly Agree;Neutral;Strongly Disagree;Agree;2;No;No;Yes;Yes;Yes;No;No;No;No;Strongly Agree;Disagree;Agree;Neutral;Neutral;Strongly Agree;No; ; ;Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Disagree;1;1000;10000;8000;29;Single; ;Less than high school;Caucasian;Under $35,000;Male
